rn,unix_tstamp,synth_browser_category,synth_page_url,synth_geo_city
9249,1557656138,4,https://www.ad.nl/binnenland/het-beste-boek-ooit-en-geschreven-door-een-vrouw~afe3db39/,The Hague
9250,1557656295,4,https://www.ad.nl/binnenland/vluchtelingen-belaagd-in-eigen-huis-in-enschede~a844bf97/,Bonita Springs
9251,1557656312,4,https://www.ad.nl/amersfoort/zzp-ers-keren-spoffin-de-rug-toe-na-intern-conflict~a5632e0b/,Schoonhoven
9252,1557656348,1,https://www.ad.nl/buitenland/duif-vliegt-in-bocholt-12-kilometer-te-hard-en-wordt-geflitst~aaab41a2/,Den Helder
9253,1557656391,4,https://www.ad.nl/den-haag/politie-verspreidt-beelden-gedode-vrouw-wie-heeft-slachtoffer-scheveningse-bosjes-nog-gezien~ab85cf1d/,Groningen
9254,1557656425,1,https://www.ad.nl/show/minister-slob-peinst-niet-over-hoger-salaris-voor-matthijs-van-nieuwkerk~ae44c4ec/,Heerde
9255,1557656505,3,https://www.ad.nl/show/chefkok-jonnie-boer-zet-illegale-afvoerpijp-op-dak-monumentale-brasserie~a14616ca/,Meterik
9256,1557656821,4,https://www.ad.nl/dossier-tips-van-de-dag/ongeluk-met-je-e-bike-dit-zijn-je-rechten~ac367dd3/,Venray
9257,1557656854,1,https://www.ad.nl/buitenland/cycloon-fani-aan-land-gekomen-in-india-meer-dan-miljoen-mensen-geevacueerd~ad1fd77e/,Rotterdam
9258,1557656856,2,https://www.ad.nl/politiek/nederland-amerikaanse-haatprediker-komt-er-niet-in~aea857f4/,Brasília
9259,1557657207,3,https://www.ad.nl/buitenland/biertje-dan-riskeer-je-een-boete-in-de-franse-ardeche~af34c5c8/,Nieuwegein
9260,1557657260,3,https://www.ad.nl/utrecht/zoektocht-naar-vermiste-utrechtse-student-21~abab45fb/,Amsterdam
9261,1557657579,1,https://www.ad.nl/tech/porno-kijken-op-wifi-universiteit-twente-mag-maar-alleen-op-eigen-apparaat~a7988a6c/,Wolvega
9262,1557657582,1,https://www.ad.nl/buitenland/waarom-in-schotland-zorgkinderen-amper-naar-speciale-scholen-gaan~a036f04e/,Hilversum
9263,1557657783,4,https://www.ad.nl/andere-sporten/de-vries-wint-tweede-race-formule-2-in-spanje-eindelijk-beloond~a74597a3/,Utrecht
9264,1557657784,4,https://www.ad.nl/utrecht/actie-van-verkeersregelaar-marcel-uit-maartensdijk-heeft-succes-gemeente-gaat-kijken-hoe-kruispunt-veiliger-kan~a216971d/,Uden
9265,1557657856,3,https://www.ad.nl/rotterdam/drukte-op-bevrijdingsfestival-wel-irritatie-over-afgepakte-boterhammen~a80e58bc/,Utrecht
9266,1557657902,4,https://www.ad.nl/wonen/huiseigenaren-zien-overwaarde-stijgen-opeethypotheek-komt-terug~a8801430/,Târgu Mureş
9267,1557657981,2,https://www.ad.nl/buitenland/grote-zorgen-om-vermiste-julie-van-espen-23-uit-belgie-vermoedelijk-gewelddadige-dood~a0ec99bf/,Barendrecht
9268,1557657991,1,https://www.ad.nl/binnenland/kamervoorzitter-arib-we-buigen-voor-hen-die-vielen-voor-ons-vaderland~af1b2f8f/,Oud-Beijerland
9269,1557658327,4,https://www.ad.nl/den-haag/minderjarige-jongens-die-hond-uitlaten-belaagd-door-groep-van-tien~a25be831/,Schiedam
9270,1557658478,2,https://www.ad.nl/economie/pensioenfonds-abp-vreest-pensioenkortingen-in-2021~a25bf22c/,Jirnsum
9271,1557658488,1,https://www.ad.nl/buitenland/vlaamse-julie-vocht-terug-dat-bekocht-ze-met-haar-leven~a7958d74/,Eindhoven
9272,1557658510,3,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Ridderkerk
9273,1557658628,4,https://www.ad.nl/binnenland/politie-doet-onderzoek-naar-dode-in-scheveningse-bosjes-in-den-haag~a7499716/,Schiedam
9274,1557658843,4,https://www.ad.nl/show/hopelijk-kan-duncan-wel-zijn-hoofd-koel-houden~ad1ad585/,Sint Willebrord
9275,1557659081,4,https://www.ad.nl/tech/fbi-haalt-nieuwssite-over-darkweb-deep-dot-web-offline~ae3f4ecc/,Amsterdam
9276,1557659090,1,https://www.ad.nl/buitenland/erdogan-wil-nieuwe-verkiezingen-istanboel~a712d877/,Utrecht
9277,1557659170,1,https://www.ad.nl/binnenland/voetbalhooligans-zwolle-veroordeeld-voor-georganiseerde-vechtpartij~a7dcf468/,Breda
9278,1557659209,3,https://www.ad.nl/auto/elon-musk-reageert-op-waanzinnig-populair-pornofilmpje-in-zelfrijdende-tesla~a3b1d539/,Amsterdam
9279,1557659239,2,https://www.ad.nl/rotterdam/acht-sterk-vermagerde-pups-in-woning-gevonden~a9111f1a/,Zwolle
9280,1557659325,1,https://www.ad.nl/binnenland/koppen-rollen-door-crisis-politieacademie~a2925235/,Zeist
9281,1557659372,1,https://www.ad.nl/ad-werkt/vast-contract-eigen-huis-en-gezin-twintiger-bereikt-mijlpalen-steeds-later~a0906475/,Rotterdam
9282,1557659436,4,https://www.ad.nl/den-haag/paniek-in-bios-tijdens-film-over-aanslagen-mannen-staan-op-en-verspreiden-zich~ae961cdb/,Leiden
9283,1557659605,1,https://www.ad.nl/binnenland/straks-mag-iedere-scheldende-dorpsgek-nog-op-bezoek-in-het-torentje~a8b7e6b2/,Best
9284,1557659634,1,https://www.ad.nl/buitenland/jongetje-9-dat-moeder-doodschoot-wilde-ook-buurmeisje-zien-sterven~a919afda/,Alkmaar
9285,1557659943,4,https://www.ad.nl/binnenland/verdachte-moord-miranda-zitman-werkte-als-beveiliger-in-kliniek-michael-p~a6229662/,Rotterdam
9286,1557660025,3,https://www.ad.nl/politiek/gemeenten-dreigen-jeugdzorg-en-psychische-hulp-af-te-stoten~ad54ed98/,Lelystad
9287,1557660066,4,https://www.ad.nl/binnenland/vluchtelingen-belaagd-in-eigen-huis-in-enschede~a844bf97/,Nieuwegein
9288,1557660075,1,https://www.ad.nl/binnenland/vermiste-joan-is-weer-terecht-ze-wil-nu-rust~ad492d3a/,Dundee
9289,1557660081,4,https://www.ad.nl/show/koning-willem-alexander-en-koningin-maxima-vieren-eerste-ontmoeting-in-sevilla~a1218ddc/,Rotterdam
9290,1557660138,1,https://www.ad.nl/utrecht/ben-je-verplicht-om-te-stoppen-voor-het-illegale-zebrapad-in-veenendaal~a1def167/,Rodenrijs
9291,1557660154,1,https://www.ad.nl/politiek/nederland-amerikaanse-haatprediker-komt-er-niet-in~aea857f4/,Nieuwegein
9292,1557660227,3,https://www.ad.nl/utrecht/vijftien-zeer-energiezuinige-woningen-voor-hart-van-austerlitz~abaf6eba/,Nij Beets
9293,1557660230,4,https://www.ad.nl/den-haag/haal-britse-universiteit-naar-den-haag~a3f38c72/,Nootdorp
9294,1557660322,3,https://www.ad.nl/deventer/bert-en-anna-verloren-beide-dochters-aan-een-hersentumor-we-moeten-door-zonder-die-knappe-en-dappere-meiden~af737acb/,Amsterdam
9295,1557660342,4,https://www.ad.nl/binnenland/politie-vraagt-hulp-publiek-na-aanval-hond-op-koe-het-was-verschrikkelijk-om-te-zien~a8b540c5/,Twello
9296,1557660346,4,https://www.ad.nl/binnenland/van-der-weijden-zwemt-twee-keer-ijsselmeer-over-trainingstochtje-goed-verlopen~a59945b9/,Rosmalen
9297,1557660357,4,https://www.ad.nl/politiek/ruzie-in-vvd-senaatsfractie-om-optreden-jorritsma~a97a1dfb/,Rotterdam
9298,1557660372,1,https://www.ad.nl/tennis/live-bertens-wil-historie-schrijven-finale-in-madrid-begonnen~a9fb5ddc/,Amsterdam
9299,1557660587,3,https://www.ad.nl/binnenland/standjes-uit-de-kamasutra-getest-nummer-30-is-een-blijvertje~a4e268e9/,Chaam
9300,1557660626,1,https://www.ad.nl/dossier-eredivisie/titel-kan-winnend-ajax-niet-meer-ontgaan-na-misstap-psv~a2bd86fc/,Apeldoorn
9301,1557660745,1,https://www.ad.nl/den-haag/deurwaarders-nemen-zelfs-de-goudvissen-van-kinderen-mee-ik-zou-zo-graag-nu-al-een-verbod-willen~a03c2540/,Groningen
9302,1557660820,1,https://www.ad.nl/buitenland/een-vrouw-aan-het-hoofd-van-de-krijgsmacht-is-zo-bijzonder-niet-meer~a0cddcc5/,No City
9303,1557660904,3,https://www.ad.nl/wonen/van-het-gas-af-doe-bewoners-aanbod-dat-ze-niet-kunnen-weigeren~a61ae6f5/,Rotterdam
9304,1557660991,3,https://www.ad.nl/economie/eindhoven-airport-een-van-s-werelds-klantonvriendelijkste-luchthavens~a2b0165f/,Leidschendam
9305,1557661037,1,https://www.ad.nl/economie/rechter-postnl-schuldig-aan-onderbetaling-medewerkers~a486547c/,Apeldoorn
9306,1557661059,4,https://www.ad.nl/rotterdam/supersnelle-vacuumtreinen-en-vliegende-auto-s-worden-straks-in-rotterdam-uitgevonden~a576b576/,Zwolle
9307,1557661116,3,https://www.ad.nl/buitenland/rutte-en-macron-praten-over-toekomst-eu-stoppen-of-doorgaan~a7a80029/,Kampen
9308,1557661122,1,https://www.ad.nl/politiek/gemeenten-dreigen-jeugdzorg-en-psychische-hulp-af-te-stoten~ad54ed98/,Rotterdam
9309,1557661177,4,https://www.ad.nl/formule-1/verstappen-gat-met-ferrari-gedicht-op-mercedes-wat-verloren~ab2cf40d/,Meijel
9310,1557661216,4,https://www.ad.nl/binnenland/doorbraak-politie-pakt-27-jarige-verdachte-voor-moorden-in-den-haag-en-brunssummerheide~a8233639/,Etten
9311,1557661350,3,https://www.ad.nl/auto/20-tips-voor-een-eeuwig-leven-van-je-auto~a662a81b/,Amsterdam
9312,1557661455,2,https://www.ad.nl/binnenland/peter-r-de-vries-staat-op-dodenlijst-voortvluchtige-topgangster~a79fbec0/,Leeuwarden
9313,1557661463,4,https://www.ad.nl/delft/veel-willy-wortels-in-delft-en-westland~a99ad34d/,Almere Stad
9314,1557661609,3,https://www.ad.nl/zwolle/rappers-typhoon-rico-sticks-en-snelle-jelle-halen-geld-op-met-benefietconcert-voor-zieke-collega-uit-zwolle~aa8f3704/,Assen
9315,1557661815,1,https://www.ad.nl/boxtel/vrees-dat-varkens-moeten-worden-geruimd-na-actie-in-boxtel-dit-mag-nooit-meer-gebeuren~a493cf90/,Utrecht
9316,1557661951,1,https://www.ad.nl/show/politie-speurt-naar-rapper-offset-na-fanincident~aca50b7b/,Veenendaal
9317,1557662067,2,https://www.ad.nl/buitenland/terroristen-vallen-pakistaans-vijfsterrenhotel-binnen-willen-chinezen-doden~aa142d9e/,Leusden
9318,1557662155,4,https://www.ad.nl/politiek/schreijer-pierik-ik-heb-alle-bonnen-weggegooid-zo-zat-was-ik-het~ac0ce80d/,No City
9319,1557662161,2,https://www.ad.nl/buitenland/brexitpartij-nigel-farage-groter-dan-conservatieven-en-labour-samen~a0377d81/,Hendrik-Ido-Ambacht
9320,1557662188,4,https://www.ad.nl/home/moordverdachte-thijs-h-zat-in-sociaal-isolement-en-ondernam-zelfmoordpoging~a3d9d20a/,Voorburg
9321,1557662294,3,https://www.ad.nl/alphen/sp-telt-70-patienten-bij-huisartsenpost-alphen~aade0d79/,Zeist
9322,1557662333,1,https://www.ad.nl/binnenland/verkoopfraude-schuldenaars-krijgen-energiecontract-aangesmeerd~ae1d46cb/,Rotterdam
9323,1557662637,1,https://www.ad.nl/buitenland/trollenleger-stuurde-65-000-tweets-met-nepnieuws-over-mh17-ramp-br~afc61fc5/,Cape Town
9324,1557662783,3,https://www.ad.nl/tech/youtuber-10-jaar-de-cel-in-voor-kinderporno~a7820a8a/,Almere Stad
9325,1557662784,4,https://www.ad.nl/buitenland/man-33-die-als-baby-werd-achtergelaten-op-vliegveld-vindt-eindelijk-zijn-ouders~aa5a6055/,Amsterdam
9326,1557662827,3,https://www.ad.nl/tennis/stephens-strikt-nederlandse-tenniscoach-groeneveld~ae4fd30a/,Meppel
9327,1557662866,4,https://www.ad.nl/dossier-ajax-spurs/oud-international-keown-als-ik-ergens-een-seizoenskaart-zou-kopen-zou-het-bij-ajax-zijn~a1b68f25/,Amsterdam
9328,1557662877,4,https://www.ad.nl/binnenland/mobiel-internet-5g-kan-weersatellieten-blokkeren-br~a8b23b82/,Etten
9329,1557662910,4,https://www.ad.nl/den-bosch/terreurafdeling-pi-vught-schreeuwde-allahoe-akbar-tijdens-dodenherdenking-aanstichter-in-isoleercel~a052ed74/,Utrecht
9330,1557662994,1,https://www.ad.nl/rotterdam/bioscoopbon-voor-meiden-die-1750-euro-teruggaven~a07c48c5/,Hilversum
9331,1557663028,4,https://www.ad.nl/auto/ook-dit-grote-duitse-automerk-zet-nu-maximaal-in-op-waterstof~a101b53e/,Almere Stad
9332,1557663065,2,https://www.ad.nl/binnenland/dodenherdenking-vught-verstoord-door-allahu-akbar-kreten-waarschijnlijk-vanuit-pi~a09c514fb/,Amersfoort
9333,1557663084,1,https://www.ad.nl/rotterdam/circusstad-festival-terug-in-rotterdam-jongleren-en-acrobatiek-op-het-schouwburgplein~a11d5fee/,IJsselmuiden
9334,1557663092,4,https://www.ad.nl/show/liefde-thomas-berge-en-cassidy-roeks-bloeit-weer-op~a3cd3bb3/,Roermond
9335,1557663178,4,https://www.ad.nl/nederlands-voetbal/ziggo-spreekt-de-vos-aan-commentator-betuigt-spijt~a0089375/,Barendrecht
9336,1557663221,1,https://www.ad.nl/binnenland/overal-in-gelderland-nog-donkere-sporen-wo-ii-aanwezig-200-locaties-in-kaart~ad938b83/,Amsterdam
9337,1557663319,4,https://www.ad.nl/apeldoorn/kasteel-bij-beekbergen-verandert-weekend-lang-in-zweinstein-tijdens-harry-potter-evenement~a3588aac/,Rotterdam
9338,1557663450,4,https://www.ad.nl/dossier-eredivisie/live-arena-viert-vroeg-titelfeestje-na-beslissende-3-1-van-tadic~a2bd86fc/,Terneuzen
9339,1557663485,1,https://www.ad.nl/den-bosch/acht-terreurverdachten-pi-vught-in-isoleercel-na-roepen-allahoe-akbar-minister-boos-respectloos~af1fe402/,Amsterdam
9340,1557663501,4,https://www.ad.nl/buitenland/kluisjes-duitse-agenten-doorzocht-na-vondst-sticker-extreemrechtse-beweging~abbfa87f/,Beilen
9341,1557663568,4,https://www.ad.nl/alphen/geen-waarschuwing-maar-direct-boete-voor-appende-fietser~ac1f4907/,Bedum
9342,1557663658,2,https://www.ad.nl/politiek/turken-dwingen-tot-inburgering-is-mogelijk~a74e4568/,The Hague
9343,1557663729,1,https://www.ad.nl/buitenland/noord-korea-lanceert-korteafstandsraket~afe8be1b/,The Hague
9344,1557663866,1,https://www.ad.nl/binnenland/standjes-uit-de-kamasutra-getest-nummer-30-is-een-blijvertje~a4e268e9/,Assen
9345,1557663907,3,https://www.ad.nl/buitenlands-voetbal/kortsluiting-bij-neymar-psg-ster-deelt-tik-uit-aan-fan-na-bekerechec~aa225bdb/,Amsterdam
9346,1557663970,4,https://www.ad.nl/binnenland/rob-liet-zijn-hond-uit-en-vond-een-lijk-wat-als-ik-half-uur-eerder-was-geweest~aef0deab/,Zwolle
9347,1557664001,1,https://www.ad.nl/auto/ook-dit-grote-duitse-automerk-zet-nu-maximaal-in-op-waterstof~a101b53e/,Barendrecht
9348,1557664080,3,https://www.ad.nl/rivierenland/bijen-houden-zo-populair-dat-de-biesbosch-inmiddels-vol-is~a55c84133/,Montmeló
9349,1557664135,4,https://www.ad.nl/utrecht/fc-utrecht-speelt-met-namen-mantelzorgers-op-de-borst~a227b0e7/,Amsterdam
9350,1557664168,4,https://www.ad.nl/show/minister-slob-peinst-niet-over-hoger-salaris-voor-matthijs-van-nieuwkerk~ae44c4ec/,Haarlem
9351,1557664285,3,https://www.ad.nl/politiek/raadslid-kleine-gemeente-verdient-voortaan-twee-tot-drie-keer-meer~aeb08e89/,Krimpen aan de Lek
9352,1557664470,1,https://www.ad.nl/show/oranjes-komen-bij-van-privefeestje-jarige-van-vollenhoven~a5e14c778/,Alkmaar
9353,1557664559,4,https://www.ad.nl/rotterdam/wij-verpesten-hun-uitzicht~a683d01a/,Amsterdam
9354,1557664616,4,https://www.ad.nl/economie/deurwaarders-onder-vuur-om-sluw-duperen-schuldenaars-met-extra-kosten~ac20b904/,Kortenhoef
9355,1557664783,1,https://www.ad.nl/binnenland/alleen-kenteken-aanhanger-flitsen-telt-niet-meer~a76a01bb/,Uithoorn
9356,1557664795,1,https://www.ad.nl/nederlands-voetbal/ajax-loopt-cl-finale-mis-na-dramatische-ontknoping-tegen-tottenham~a01f69a0/,The Hague
9357,1557664821,4,https://www.ad.nl/binnenland/cardioloog-maar-ook-niet-roomser-dan-de-paus-hakken-pizza-s-en-werkweken-van-70-uur~a6d4c18d/,Bergen op Zoom
9358,1557664874,4,https://www.ad.nl/wetenschap/monnik-vond-kaak-van-uitgestorven-mensensoort-in-grot-op-3000-meter-hoogte~a3fdaae9/,Schoonhoven
9359,1557665065,4,https://www.ad.nl/show/eva-jinek-is-gek-als-ze-overstapt-naar-rtl~a432f0d7/,Sint Jansteen
9360,1557665348,4,https://www.ad.nl/nederlands-voetbal/live-koch-brengt-nac-naast-heerenveen~a21bc5c2/,Dordrecht
9361,1557665546,4,https://www.ad.nl/binnenland/honderden-botoxtandartsen-spuiten-op-plekken-waar-ze-dat-niet-mogen~ab5c1c07/,Amsterdam
9362,1557665594,3,https://www.ad.nl/binnenland/niks-zo-vernederend-als-gratis-optreden-voor-een-bosje-slappe-tulpen~aa371e5c/,Weesp
9363,1557665598,4,https://www.ad.nl/utrecht/schalkwijkse-lisette-ging-op-haar-achttiende-naar-afghanistan-niet-elke-veteraan-is-grijs~af856f85/,De Meern
9364,1557665706,1,https://www.ad.nl/amersfoort/miranda-zitman-voelde-zich-al-langer-ongelukkig-in-haar-relatie~a3358f60/,Almere Stad
9365,1557666083,1,https://www.ad.nl/binnenland/dodenherdenking-vught-verstoord-door-allahu-akbar-kreten-waarschijnlijk-vanuit-pi~a09c514fb/,Amsterdam
9366,1557666197,2,https://www.ad.nl/buitenland/vlaamse-julie-vocht-terug-dat-bekocht-ze-met-haar-leven~a7958d74/,Sint Willebrord
9367,1557666230,4,https://www.ad.nl/politiek/thierry-baudet-verdeelt-het-werk-van-tegenstander-otten-over-12-mensen~aa3ca338/,Utrecht
9368,1557666236,1,https://www.ad.nl/binnenland/telefoon-maureen-18-ontploft-na-voordragen-van-indrukwekkend-gedicht-op-de-dam~ab736306/,De Lier
9369,1557666237,3,https://www.ad.nl/koken-en-eten/voor-de-planeet-is-het-niet-nodig-om-insecten-en-zeewier-te-eten~a96c5df4/,Zwolle
9370,1557666250,1,https://www.ad.nl/amersfoort/vliegtuig-fotografeert-parkeersituatie-en-wekt-amersfoorters-vroeg-uit-slaap~a279dc5a/,Schiedam
9371,1557666337,4,https://www.ad.nl/politiek/ruzie-in-vvd-senaatsfractie-om-optreden-jorritsma~a97a1dfb/,Delft
9372,1557666352,4,https://www.ad.nl/show/duncan-laurence-kan-aandacht-vanuit-buitenland-bijna-niet-aan~a67a9e8d/,Ede
9373,1557666378,4,https://www.ad.nl/utrecht/supermarkt-klimcentrum-en-177-huizen-in-wijk-blokhoeve-west-in-nieuwegein~a239cc38/,Baarn
9374,1557666429,2,https://www.ad.nl/binnenland/student-in-de-stress-door-lening~a0605dcb/,Lelystad
9375,1557666512,4,https://www.ad.nl/binnenland/rel-binnen-sp-over-anti-eu-campagnefilmpje-waarin-frans-timmermans-wordt-bespot~a75180b3/,Woerden
9376,1557666583,3,https://www.ad.nl/economie/pensioenen-korten-maar-we-bulken-van-het-geld~a6d7c91e/,Zoetermeer
9377,1557666593,1,https://www.ad.nl/wetenschap/natuur-in-rap-tempo-achteruit-we-breken-de-fundering-van-ons-bestaan-af~ab1c6963/,Rotterdam
9378,1557666609,4,https://www.ad.nl/binnenland/verdachte-moord-miranda-zitman-werkte-als-beveiliger-in-kliniek-michael-p~a6229662/,Schiedam
9379,1557666631,4,https://www.ad.nl/politiek/nederland-amerikaanse-haatprediker-komt-er-niet-in~aea857f4/,Amersfoort
9380,1557666649,4,https://www.ad.nl/binnenland/voortvluchtige-bestuurder-die-bejaarde-aanreed-meldt-zich-bij-politie~ae254cbe/,Halfweg
9381,1557666668,1,https://www.ad.nl/groene-hart/zuid-hollands-trio-wil-onderzoek-naar-kerncentrale-en-vliegveld-op-zee~a6e4a58d/,Amsterdam
9382,1557666922,3,https://www.ad.nl/binnenland/treinverkeer-en-ov-grote-steden-plat-op-28-mei~a8530fd4/,Lelystad
9383,1557666950,3,https://www.ad.nl/boxtel/live-gemeente-boxtel-bezetting-varkensboerderij-wordt-beeindigd~a945b4a8/,Montmeló
9384,1557666974,3,https://www.ad.nl/show/vlaamse-radiopresentator-christophe-lambrecht-48-overleden~a53ca426/,Werkendam
9385,1557667003,1,https://www.ad.nl/tennis/bertens-schrijft-historie-met-toernooiwinst-in-madrid~a9fb5ddc/,Apeldoorn
9386,1557667023,1,https://www.ad.nl/show/bnnvara-kiest-andere-koers-en-stopt-met-deze-publiekstrekkers~aac29256/,Barendrecht
9387,1557667197,3,https://www.ad.nl/rotterdam/groen-groener-groenst-rotterdammers-kiezen-voor-geveltuintjes~ab7e49a9/,Utrecht
9388,1557667203,3,https://www.ad.nl/wonen/kwart-mannen-vergeet-wel-eens-moederdag~aea3fdb7/,Nuth
9389,1557667229,1,https://www.ad.nl/politiek/gemeenten-dreigen-jeugdzorg-en-psychische-hulp-af-te-stoten~ad54ed98/,Olst
9390,1557667259,2,https://www.ad.nl/dossier-eredivisie/gerbrands-over-geschuif-in-seizoen-gaat-geen-tweede-keer-gebeuren~aacacc76/,Naaldwijk
9391,1557667308,4,https://www.ad.nl/binnenland/basisscholieren-in-arme-wijken-massaal-op-achterstand~a41b70ed/,Schiedam
9392,1557667436,2,https://www.ad.nl/delft/geen-schikking-tussen-delft-en-slachtoffer-van-sjoerd-s~addcbb8d/,Velddriel
9393,1557667512,1,https://www.ad.nl/binnenland/overvallers-maken-half-miljoen-buit-van-zeeuws-festival-dieven-namen-alle-verkreukelde-biljetten-mee~a708ddcf/,Williams Lake
9394,1557667609,4,https://www.ad.nl/buitenland/asia-bibi-is-onderweg-naar-canada~a4b9b763/,Assen
9395,1557667766,3,https://www.ad.nl/utrecht/veenendaalse-vrouw-betaalde-1000-euro-om-ex-te-laten-vergiftigen-met-cocaine~aac58fd2/,Deventer
9396,1557667902,3,https://www.ad.nl/politiek/inspectie-waarschuwt-te-weinig-mensen-bij-brandweer-en-politie~a8fa2155/,Ugchelen
9397,1557667944,1,https://www.ad.nl/koken-en-eten/ramadan-is-vasten-nou-gezond-of-niet~a86ea297/,Haarlem
9398,1557667975,4,https://www.ad.nl/show/patricia-paay-mag-bijna-100-000-euro-aan-giften-toch-houden~aa5138b3/,Amsterdam
9399,1557667989,3,https://www.ad.nl/politiek/inspectie-waarschuwt-te-weinig-mensen-bij-brandweer-en-politie~a8fa2155/,Amsterdam
9400,1557668002,1,https://www.ad.nl/politiek/gemeenten-dreigen-jeugdzorg-en-psychische-hulp-af-te-stoten~ad54ed98/,Amsterdam
9401,1557668076,3,https://www.ad.nl/dossier-thijs-h/thijs-h-ontsnapte-na-steekpartijen-uit-gesloten-afdeling-ggz-instelling~a8f7812e/,Schiedam
9402,1557668109,4,https://www.ad.nl/binnenland/nvwa-slaat-alarm-over-ongeneeslijke-hondenziekte~a53062c6/,Baarn
9403,1557668124,4,https://www.ad.nl/binnenland/dodenherdenking-vught-verstoord-door-allahu-akbar-kreten-waarschijnlijk-vanuit-pi~a09c514fb/,Amsterdam
9404,1557668134,1,https://www.ad.nl/buitenland/rutte-en-macron-praten-over-toekomst-eu-stoppen-of-doorgaan~a7a80029/,Rotterdam
9405,1557668148,3,https://www.ad.nl/rotterdam/politiek-eist-dat-nieuw-feyenoordstadion-goed-bereikbaar-is-met-openbaar-vervoer~a3ba39dba/,Kwintsheul
9406,1557668215,1,https://www.ad.nl/buitenland/23-miljoen-chinezen-mogen-niet-meer-reizen-omdat-ze-te-weinig-punten-hebben~a9cdb688/,Utrecht
9407,1557668251,4,https://www.ad.nl/binnenland/held-wesley-duwt-brandende-auto-weg-bij-tankstation-wezep-dat-ding-moest-hier-weg~a1c5f4cd/,De Meern
9408,1557668344,4,https://www.ad.nl/nederlands-voetbal/zo-gaan-de-play-offs-om-promotie-naar-de-eredivisie-eruit-zien~a6bf5c1c/,Amsterdam
9409,1557668433,1,https://www.ad.nl/binnenland/agent-beschrijft-vondst-zwaar-verwaarloosde-jochies-in-flat-ze-vertoonden-dierlijk-gedrag~a22e3023/,Amsterdam
9410,1557668513,4,https://www.ad.nl/dossier-ajax-officieus-kampioen/huntelaar-we-zijn-gewoon-kampioen-hoor~aeaa61ce/,Melick
9411,1557668530,4,https://www.ad.nl/binnenland/nieuwe-strategie-rutte-valt-kamergeleerde-baudet-aan~a78873b7/,Amsterdam
9412,1557668583,4,https://www.ad.nl/dossier-angela-kijkt-tv/acuut-verliefd-op-de-noordzee-en-charmante-arnout~aec7c832/,Amsterdam
9413,1557668626,1,https://www.ad.nl/formule-1/verstappen-knokt-zich-naar-tweede-podium-van-seizoen-zege-hamilton~a2a8cb3c/,Rotterdam
9414,1557668692,3,https://www.ad.nl/politiek/grapperhaus-pedo-handboek-gaat-niet-over-de-grens-van-de-wet~a077564b/,Schiedam
9415,1557668704,4,https://www.ad.nl/binnenland/dodenherdenking-vught-verstoord-door-allahu-akbar-kreten-waarschijnlijk-vanuit-pi~a09c514fb/,Groningen
9416,1557668746,3,https://www.ad.nl/den-bosch/acht-terreurverdachten-pi-vught-in-isoleercel-na-roepen-allahoe-akbar-minister-boos-respectloos~af1fe402/,Haren
9417,1557668816,3,https://www.ad.nl/binnenland/politie-pakt-27-jarige-hagenaar-op-voor-moorden-in-den-haag-en-brunssummerheide~a8233639/,Eindhoven
9418,1557668938,4,https://www.ad.nl/buitenland/terroristen-vallen-pakistaans-vijfsterrenhotel-binnen-willen-chinezen-doden~aa142d9e/,Kampen
9419,1557668952,1,https://www.ad.nl/politiek/grapperhaus-pedo-handboek-gaat-niet-over-de-grens-van-de-wet~a077564b/,Central
9420,1557668959,1,https://www.ad.nl/utrecht/stoere-motorrijdsters-via-utrecht-op-weg-naar-wereldrecord~a31ec6ce/,'s-Hertogenbosch
9421,1557668973,1,https://www.ad.nl/binnenland/frauderende-energieverkoper-wordt-dit-keer-zelf-slachtoffer~a63ae555/,Cannes
9422,1557668986,3,https://www.ad.nl/gouda/appende-fietser-meteen-op-de-bon-in-gouda~ae84385c/,Amsterdam
9423,1557669021,1,https://www.ad.nl/utrecht/eerst-de-tippelzone-toen-windmolens-en-nu-een-azc-voor-de-bewoners-van-randgebied-utrecht~a3ee2cf5/,Amsterdam
9424,1557669037,4,https://www.ad.nl/binnenland/honderden-biologische-producten-blijken-niet-biologisch-te-zijn~a3212bb2/,Amersfoort
9425,1557669108,4,https://www.ad.nl/show/zeg-maar-dag-tegen-de-zwakste-schakel-met-ijskonijn-bridget~abd2b53f/,Heerde
9426,1557669206,3,https://www.ad.nl/politiek/inspectie-waarschuwt-te-weinig-mensen-bij-brandweer-en-politie~a8fa2155/,Leiden
9427,1557669291,3,https://www.ad.nl/politiek/kamer-fluit-amsterdam-terug-wij-gaan-over-autoplannen~a0c9e5f7/,Utrecht
9428,1557669366,1,https://www.ad.nl/andere-sporten/genoeg-gewacht-rico-verhoeven-eist-een-gevecht-met-badr-hari-in-december~ad608099/,Almelo
9429,1557669393,3,https://www.ad.nl/formule-1/verstappen-knokt-zich-naar-tweede-podium-van-seizoen-zege-hamilton~a2a8cb3c/,Stuifzand
9430,1557669407,3,https://www.ad.nl/wielrennen/prijzengeld-van-171-07-euro-per-renster-wel-erg-schraal~afc6b0ed/,Palol de Revardit
